score	omim	nom	n_hpo	n_hpo_foetal	n_onset_prenatal	signes_lourds	orpha	dans_syndromes
9.3	OMIM:618342	Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature	50	33	0	HP:0000252;HP:0002240;HP:0004322	ORPHA:528084	dans syndromes
9.3	OMIM:617669	Encephalopathy, progressive, early-onset, with brain atrophy and spasticity	30	13	0	HP:0000252;HP:0001250;HP:0001274;HP:0001321	ORPHA:500144	
9.3	OMIM:616549	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	25	23	3	HP:0000252;HP:0004322	ORPHA:447974	
9.3	OMIM:614969	Pontocerebellar hypoplasia, type 7	51	33	0	HP:0000238;HP:0001250;HP:0001321	ORPHA:284339	
9.3	OMIM:613884	Chromosome 13q14 deletion syndrome	41	33	0	HP:0001274;HP:0001629;HP:0002007	ORPHA:1587	
9.3	OMIM:611719	Combined oxidative phosphorylation deficiency 5	33	23	1	HP:0000252;HP:0001250;HP:0001522	ORPHA:137908	
9.3	OMIM:610678	Combined oxidative phosphorylation deficiency 4	19	13	0	HP:0000252;HP:0001511;HP:0001522;HP:0002240	ORPHA:254925	
9.3	OMIM:608799	Congenital disorder of glycosylation, type IE	49	33	0	HP:0001250;HP:0001744;HP:0002240	ORPHA:79322	
9.3	OMIM:601812	Premature aging syndrome, Penttinen type	63	53	0	HP:0001156;HP:0002007	ORPHA:363665	
9.3	OMIM:601353	Brachycephaly, deafness, cataract, microstomia, and impaired intellectual development	42	33	0	HP:0000175;HP:0001156;HP:0001250	—	
9.3	OMIM:300989	Meester-Loeys syndrome	34	33	0	HP:0001156;HP:0002007;HP:0004322	ORPHA:622925	
9.2	OMIM:621233	Immunodysregulation with variable immunodeficiency and autoimmunity	65	32	0	HP:0000821;HP:0001744;HP:0004322	ORPHA:697389	
9.2	OMIM:621012	Neurodevelopmental disorder with dysmorphic facies, absent speech and ambulation, and brain abnormalities	49	32	0	HP:0001250;HP:0001561;HP:0001631	—	
9.2	OMIM:619922	Neurodevelopmental disorder with dystonia and seizures	27	12	0	HP:0001250;HP:0001321;HP:0001511;HP:0001558	ORPHA:442835	
9.2	OMIM:619761	Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism	28	12	0	HP:0001250;HP:0001321;HP:0001511;HP:0001561	—	
9.2	OMIM:618709	Neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures	19	12	0	HP:0000238;HP:0000252;HP:0001250;HP:0002269	ORPHA:178469	
9.2	OMIM:617404	Muscular dystrophy, congenital, with cataracts and intellectual disability	27	12	0	HP:0000252;HP:0001250;HP:0002093;HP:0004322	ORPHA:662184	
9.2	OMIM:616954	You-Hoover-Fong syndrome	28	12	0	HP:0000175;HP:0000252;HP:0001156;HP:0001250	ORPHA:488642	
9.2	OMIM:616723	Spondyloepimetaphyseal dysplasia, Faden-Alkuraya type	40	32	0	HP:0000252;HP:0002007;HP:0004322	ORPHA:457395	
9.2	OMIM:616339	Epileptic encephalopathy, early infantile, 29	23	12	2	HP:0000252;HP:0001511;HP:0004322	ORPHA:442835	
9.2	OMIM:614700	Immunodeficiency, common variable, 8, with autoimmunity	45	32	0	HP:0000821;HP:0001744;HP:0002090	ORPHA:445018	
9.2	OMIM:610187	Diaphragmatic hernia 3	26	12	0	HP:0000238;HP:0000776;HP:0001250;HP:0002089	ORPHA:2140	
9.2	OMIM:219100	Cutis laxa, autosomal recessive, type IA	26	22	1	HP:0000252;HP:0000776;HP:0001562	ORPHA:90349	
9.1	OMIM:620662	Hoxha-Aliu syndrome	67	51	0	HP:0001156;HP:0001631	—	
9.1	OMIM:620185	Atelis syndrome 2	43	31	0	HP:0000252;HP:0001250;HP:0002007	—	
9.1	OMIM:619680	Marbach-Schaaf neurodevelopmental syndrome	39	21	1	HP:0000252;HP:0001156;HP:0001250	ORPHA:692173	
9.1	OMIM:618291	Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant	42	31	0	HP:0001321;HP:0001558;HP:0001561	ORPHA:363454	
9.1	OMIM:617598	Mosaic variegated aneuploidy syndrome 3	19	11	0	HP:0000175;HP:0000252;HP:0001250;HP:0004322	ORPHA:1052	
9.1	OMIM:617481	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	31	21	1	HP:0000252;HP:0001250;HP:0001558	ORPHA:544469	
9.1	OMIM:616738	Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	15	11	4	HP:0000175;HP:0001789	ORPHA:71289	
9.1	OMIM:615824	Mitochondrial complex III deficiency, nuclear type 7	32	21	1	HP:0001250;HP:0001511;HP:0001562	ORPHA:1460	
9.1	OMIM:614498	Rigidity and multifocal seizure syndrome, lethal neonatal	36	21	3	HP:0000252;HP:0001522	ORPHA:435845	
9.1	OMIM:614202	Rafiq syndrome	44	31	0	HP:0001250;HP:0001321;HP:0004322	ORPHA:397941	
9.1	OMIM:612199	Cerebroretinal microangiopathy with calcifications and cysts 1	47	31	0	HP:0001250;HP:0001511;HP:0004322	ORPHA:313838	
9.1	OMIM:611091	Intellectual developmental disorder, autosomal recessive 5	52	31	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:88616	
9.1	OMIM:309548	Intellectual developmental disorder, X-linked 109	20	11	2	HP:0000252;HP:0001511;HP:0004322	ORPHA:100973	
9.1	OMIM:255200	Myopathy, centronuclear, 2	34	21	1	HP:0001511;HP:0001558;HP:0001562	ORPHA:169186	
9.1	OMIM:248340	3MC syndrome 3	28	21	1	HP:0000175;HP:0004322;HP:0100258	ORPHA:2453,ORPHA:293843	
9.1	OMIM:147800	Aase-Smith syndrome I	13	11	0	HP:0000175;HP:0000238;HP:0001522;HP:0001629	ORPHA:916	
9.1	OMIM:120330	Papillorenal syndrome	44	31	0	HP:0000107;HP:0001250;HP:0004322	ORPHA:1475	
9.0	OMIM:620076	Bent bone dysplasia syndrome 2	33	30	0	HP:0001511;HP:0001631;HP:0002240	ORPHA:93439	
9.0	OMIM:619769	Macrocephaly, neurodevelopmental delay, lymphoid hyperplasia, and persistent fetal hemoglobin	32	10	2	HP:0001250;HP:0001629;HP:0001631	ORPHA:694956	
9.0	OMIM:619293	Blepharophimosis-impaired intellectual development syndrome	69	50	0	HP:0001250;HP:0002007	ORPHA:637013	
9.0	OMIM:619194	Neurofacioskeletal syndrome with or without renal agenesis	60	50	0	HP:0001274;HP:0001562	ORPHA:528084	dans syndromes
9.0	OMIM:619147	Leukoencephalopathy, progressive, infantile-onset, with or without deafness	38	20	1	HP:0000252;HP:0000821;HP:0001250	ORPHA:3240	
9.0	OMIM:618223	Vertebral anomalies and variable endocrine and T-cell dysfunction	40	30	0	HP:0000175;HP:0001631;HP:0004322	—	
9.0	OMIM:616647	Epileptic encephalopathy, early infantile, 35	19	10	0	HP:0000252;HP:0001250;HP:0001511;HP:0001522	ORPHA:457375	
9.0	OMIM:614557	Ehlers-Danlos syndrome, kyphoscoliotic type, 2	46	30	2	HP:0001558;HP:0001561	ORPHA:300179	
9.0	OMIM:602522	Bartter syndrome, type 4A, neonatal, with sensorineural deafness	31	20	1	HP:0001561;HP:0001622;HP:0001789	ORPHA:112,ORPHA:89938	
9.0	OMIM:276950	Vacterl association with hydrocephalus	14	10	0	HP:0000238;HP:0001627;HP:0002093;HP:0003826	ORPHA:3412	
9.0	OMIM:241410	Hypoparathyroidism-retardation-dysmorphism syndrome	39	30	0	HP:0000252;HP:0001250;HP:0002007	ORPHA:2323	
8.9	OMIM:619244	Neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism	40	29	0	HP:0000252;HP:0001250;HP:0001274	ORPHA:528084	dans syndromes
8.9	OMIM:619185	Joubert syndrome 37	37	29	0	HP:0002007;HP:0002240;HP:0004322	ORPHA:475	
8.9	OMIM:619056	Neurodevelopmental disorder with speech impairment and dysmorphic facies	39	19	1	HP:0001250;HP:0001562;HP:0004322	ORPHA:528084	dans syndromes
8.9	OMIM:619033	Vissers-Bodmer syndrome	18	9	0	HP:0001250;HP:0001511;HP:0001622;HP:0004322	ORPHA:528084	dans syndromes
8.9	OMIM:618324	Congenital disorder of glycosylation with defective fucosylation 2	25	9	0	HP:0001250;HP:0001274;HP:0001622;HP:0002093	—	
8.9	OMIM:618004	Epileptic encephalopathy, early infantile, 64	45	29	0	HP:0000252;HP:0001250;HP:0001321	ORPHA:1934	
8.9	OMIM:616809	Hyperphosphatasia with impaired intellectual development syndrome 6	45	29	0	HP:0001250;HP:0001522;HP:0001561	ORPHA:247262	
8.9	OMIM:616266	Congenital contractures of the limbs and face, hypotonia, and developmental delay	41	29	0	HP:0001250;HP:0002000;HP:0002093	ORPHA:1147,ORPHA:562528	
8.9	OMIM:267430	Renal tubular dysgenesis	11	9	0	HP:0000252;HP:0001562;HP:0002089;HP:0002093	ORPHA:3033,ORPHA:97369	
8.9	OMIM:136760	Frontonasal dysplasia 1	36	29	0	HP:0001156;HP:0001274;HP:0002000	ORPHA:391474	
8.8	OMIM:621248	Pulmonary hypertension, primary, 7	53	28	0	HP:0000821;HP:0001629;HP:0001631	—	
8.8	OMIM:620931	Immunodeficiency 126	90	48	0	HP:0000821;HP:0001744	—	
8.8	OMIM:620796	Proteasome-associated autoinflammatory syndrome 6	42	28	0	HP:0001250;HP:0001744;HP:0002090	—	
8.8	OMIM:619644	Immunodeficiency 91 and hyperinflammation	45	28	0	HP:0001250;HP:0001522;HP:0002240	—	
8.8	OMIM:619306	Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia	37	28	0	HP:0001250;HP:0001321;HP:0001629	ORPHA:528084	dans syndromes
8.8	OMIM:619188	Intellectual developmental disorder, autosomal dominant 64	40	28	0	HP:0000252;HP:0001250;HP:0001321	ORPHA:178469,ORPHA:528084	dans syndromes
8.8	OMIM:618572	Neurodevelopmental disorder with cerebellar hypoplasia and spasticity	14	8	0	HP:0000252;HP:0001250;HP:0001321;HP:0004322	—	
8.8	OMIM:618106	Intellectual developmental disorder, autosomal dominant 58	41	28	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:178469	
8.8	OMIM:615849	Culler-Jones syndrome	55	28	0	HP:0000175;HP:0001250;HP:0004322	ORPHA:420584	
8.8	OMIM:614480	Hypertriglyceridemia, transient infantile	12	8	0	HP:0001395;HP:0001744;HP:0002240;HP:0004322	ORPHA:300293	
8.8	OMIM:609049	Pierson syndrome	42	28	2	HP:0000252;HP:0001562	ORPHA:2670	
8.8	OMIM:600252	Lowry-Maclean syndrome	13	8	0	HP:0000175;HP:0000252;HP:0001511;HP:0001627	ORPHA:2409	
8.7	OMIM:620964	Congenital myopathy 25	52	27	0	HP:0000175;HP:0000252;HP:0002093	—	
8.7	OMIM:619602	Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies	10	7	0	HP:0000252;HP:0001561;HP:0001989;HP:0003811	—	
8.7	OMIM:619103	Neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities	40	27	0	HP:0000252;HP:0001250;HP:0001629	ORPHA:726684	
8.7	OMIM:618974	Li-Ghorgani-Weisz-Hubshman syndrome	28	17	1	HP:0001250;HP:0001629;HP:0001631	ORPHA:528084	dans syndromes
8.7	OMIM:618641	Infantile liver failure syndrome 3	21	17	1	HP:0001744;HP:0002240;HP:0004322	ORPHA:464724	
8.7	OMIM:617799	Intellectual developmental disorder, autosomal dominant 54	64	27	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:178469	
8.7	OMIM:616854	Even-Plus syndrome	31	27	0	HP:0001274;HP:0001562;HP:0001631	ORPHA:496751	
8.7	OMIM:614249	Intellectual developmental disorder, autosomal recessive 18, with or without epilepsy	26	7	2	HP:0000252;HP:0001629;HP:0001631	ORPHA:88616	
8.7	OMIM:277380	Methylmalonic aciduria and homocystinuria, Cblf type	44	27	0	HP:0001631;HP:0002240;HP:0004322	ORPHA:26,ORPHA:79284	
8.6	OMIM:620793	Muscular dystrophy, limb-girdle, autosomal recessive 29	46	26	0	HP:0000252;HP:0001558;HP:0002093	—	
8.6	OMIM:620511	Fliedner-Zweier syndrome	40	26	0	HP:0000252;HP:0001250;HP:0001629	ORPHA:528084	dans syndromes
8.6	OMIM:620327	Neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities	27	16	1	HP:0001321;HP:0001511;HP:0001631	—	
8.6	OMIM:619869	Neurocardiofaciodigital syndrome	34	26	0	HP:0000252;HP:0001631;HP:0004322	—	
8.6	OMIM:619708	Gastrointestinal defects and immunodeficiency syndrome 2	44	26	0	HP:0001250;HP:0001321;HP:0002089	ORPHA:436252	
8.6	OMIM:619313	Immunodeficiency 80 with or without cardiomyopathy	21	16	7		—	
8.6	OMIM:619227	Vertebral, cardiac, tracheoesophageal, renal, and limb defects	29	26	0	HP:0000104;HP:0000252;HP:0004322	—	
8.6	OMIM:618773	Lymphatic malformation 8	7	6	4	HP:0001561;HP:0003826	ORPHA:363999	
8.6	OMIM:617982	Ververi-Brady syndrome	36	26	0	HP:0000252;HP:0001511;HP:0004322	ORPHA:580940	
8.6	OMIM:609757	Williams-Beuren region duplication syndrome	42	26	0	HP:0000238;HP:0001250;HP:0004322	ORPHA:96121	
8.6	OMIM:609313	MEDNIK syndrome	24	16	1	HP:0001395;HP:0001522;HP:0003811	ORPHA:171851	
8.6	OMIM:608027	Pontocerebellar hypoplasia, type 3	36	26	0	HP:0001250;HP:0001321;HP:0004322	ORPHA:97249	
8.6	OMIM:601374	Aprosencephaly and cerebellar dysgenesis	10	6	8		ORPHA:1126	
8.6	OMIM:306990	Holoprosencephaly with fetal akinesia/hypokinesia sequence	7	6	0	HP:0000252;HP:0001511;HP:0001558;HP:0001989	ORPHA:2570	
8.6	OMIM:300486	Intellectual developmental disorder, X-linked syndromic, Billuart type	40	26	0	HP:0001250;HP:0001321;HP:0002007	ORPHA:137831	
8.6	OMIM:169400	Pelger-Huet anomaly	36	26	0	HP:0001250;HP:0001629;HP:0002007	—	
8.6	OMIM:123790	Beare-Stevenson cutis gyrata syndrome	54	46	0	HP:0000238;HP:0001274	ORPHA:1555	
8.5	OMIM:621150	Neurodevelopmental disorder with thin corpus callosum, hypotonia, and absent language	48	25	0	HP:0000252;HP:0001250;HP:0004322	—	
8.5	OMIM:621130	Fischer-Zirnsak progeroid syndrome	31	25	0	HP:0000821;HP:0001511;HP:0002240	—	
8.5	OMIM:620184	Atelis syndrome 1	34	25	0	HP:0000821;HP:0001629;HP:0001631	—	
8.5	OMIM:618885	Congenital disorder of glycosylation, type IIt	44	25	0	HP:0000252;HP:0001250;HP:0004322	—	
8.5	OMIM:618235	Mitochondrial complex I deficiency, nuclear type 13	31	15	1	HP:0000252;HP:0001522;HP:0002240	ORPHA:85136	
8.5	OMIM:617396	Anauxetic dysplasia 2	29	25	0	HP:0001156;HP:0001511;HP:0004322	ORPHA:93347	
8.5	OMIM:615228	Mitochondrial complex V (atp synthase) deficiency, nuclear type 4	13	5	0	HP:0001250;HP:0001321;HP:0002089;HP:0003811	ORPHA:254913	
8.5	OMIM:312080	Pelizaeus-Merzbacher disease	49	15	1	HP:0000252;HP:0001250;HP:0004322	ORPHA:280210,ORPHA:280219,ORPHA:280224,ORPHA:280229,ORPHA:280234,ORPHA:702	
8.5	OMIM:301110	Hemolytic uremic syndrome, atypical, 8, with rhizomelic short stature	34	25	6		—	
8.5	OMIM:268850	Richieri-Costa/guion-Almeida syndrome	32	25	0	HP:0000175;HP:0000252;HP:0004322	ORPHA:2511	
8.5	OMIM:267000	Perlman syndrome	31	25	0	HP:0000776;HP:0001274;HP:0001561	ORPHA:2849	
8.5	OMIM:246450	3-hydroxy-3-methylglutaryl-CoA lyase deficiency	42	25	0	HP:0000252;HP:0001250;HP:0002240	ORPHA:20	dans syndromes
8.5	OMIM:218900	Crome syndrome	10	5	2	HP:0000252;HP:0001250;HP:0004322	ORPHA:1380	
8.5	OMIM:102700	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	42	25	0	HP:0001744;HP:0002090;HP:0002240	ORPHA:277	
8.4	OMIM:621080	Heterotaxy, visceral, 14	59	44	0	HP:0001629;HP:0001631	—	
8.4	OMIM:619758	Tessadori-van Haaften neurodevelopmental syndrome 1	39	24	0	HP:0000252;HP:0001250;HP:0001558	ORPHA:717854	
8.4	OMIM:619179	Microcephaly 26, primary, autosomal dominant	41	24	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:2514	
8.4	OMIM:618569	Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly	33	24	0	HP:0000252;HP:0000821;HP:0001250	ORPHA:528084	dans syndromes
8.4	OMIM:618354	Neurodevelopmental disorder and language delay with or without structural brain abnormalities	42	24	0	HP:0000252;HP:0001631;HP:0002007	ORPHA:726644,ORPHA:726659	
8.4	OMIM:618298	Developmental and epileptic encephalopathy 70	23	14	1	HP:0000252;HP:0001250;HP:0001561	ORPHA:697160	
8.4	OMIM:618278	Fibrosis, neurodegeneration, and cerebral angiomatosis	45	24	0	HP:0001250;HP:0002093;HP:0002240	ORPHA:621758	
8.4	OMIM:618052	Cardiomyopathy, familial hypertrophic 27	88	64	0	HP:0004322	—	
8.4	OMIM:617913	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities	38	24	0	HP:0000252;HP:0001250;HP:0001744	—	
8.4	OMIM:616239	Combined oxidative phosphorylation deficiency 24	42	24	0	HP:0000252;HP:0001250;HP:0001274	ORPHA:444458	
8.4	OMIM:614654	Coenzyme Q10 deficiency, primary, 5	24	14	1	HP:0001250;HP:0001511;HP:0002093	ORPHA:319678	
8.4	OMIM:611816	Temple-Baraitser syndrome	32	24	0	HP:0001250;HP:0001631;HP:0002000	ORPHA:420561	
8.4	OMIM:605309	Macrocephaly/autism syndrome	35	24	0	HP:0001744;HP:0002007;HP:0002240	ORPHA:210548	
8.4	OMIM:230600	GM1-gangliosidosis, type II	36	24	0	HP:0001622;HP:0001744;HP:0002240	ORPHA:354,ORPHA:79256	
8.4	OMIM:161800	Nemaline myopathy 3	40	24	0	HP:0001558;HP:0001561;HP:0002093	ORPHA:171430,ORPHA:171433,ORPHA:171436,ORPHA:171439,ORPHA:98904	
8.3	OMIM:620969	Anemia, congenital dyserythropoietic, type IVb	37	23	0	HP:0001744;HP:0002240;HP:0004322	ORPHA:727394	
8.3	OMIM:620558	Craniometadiaphyseal osteosclerosis with hip dysplasia	33	23	0	HP:0001629;HP:0001631;HP:0002007	—	
8.3	OMIM:619383	Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities	62	43	0	HP:0001631;HP:0002240	—	
8.3	OMIM:619111	Coach syndrome 2	20	13	1	HP:0000238;HP:0001274;HP:0001395	ORPHA:1454	
8.3	OMIM:618659	Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies	61	43	0	HP:0001156;HP:0001250	ORPHA:528084	dans syndromes
8.3	OMIM:618419	Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy	49	43	0	HP:0001274;HP:0004322	ORPHA:1770	
8.3	OMIM:618302	Intellectual developmental disorder, autosomal recessive 68	21	13	1	HP:0000238;HP:0000252;HP:0001250	ORPHA:528084	dans syndromes
8.3	OMIM:618019	Rhizomelic skeletal dysplasia with or without Pelger-Huet anomaly	47	43	0	HP:0001156;HP:0002007	ORPHA:448267	
8.3	OMIM:617281	Epileptic encephalopathy, early infantile, 49	42	23	0	HP:0000238;HP:0000252;HP:0002007	ORPHA:1934	
8.3	OMIM:616901	Developmental delay with short stature, dysmorphic features, and sparse hair	29	23	0	HP:0001522;HP:0001629;HP:0004322	ORPHA:459061	
8.3	OMIM:616682	Seizures, scoliosis, and macrocephaly/microcephaly syndrome	43	23	0	HP:0000252;HP:0001250;HP:0001629	ORPHA:466926	
8.3	OMIM:611523	Pontocerebellar hypoplasia, type 6	42	23	0	HP:0000252;HP:0001250;HP:0001321	ORPHA:166073	
8.3	OMIM:610377	Mevalonic aciduria	53	33	1	HP:0000252;HP:0004322	ORPHA:29,ORPHA:309025	
8.3	OMIM:608649	Ichthyosis prematurity syndrome	16	13	3	HP:0001561;HP:0001622	ORPHA:88621	
8.3	OMIM:304340	Pettigrew syndrome	46	23	0	HP:0000238;HP:0000252;HP:0001250	ORPHA:1568,ORPHA:85329,ORPHA:85335	
8.3	OMIM:300352	Cerebral creatine deficiency syndrome 1	49	23	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:52503	
8.3	OMIM:201180	Acrofrontofacionasal dysostosis 1	29	23	0	HP:0000175;HP:0001250;HP:0004322	ORPHA:1784	
8.2	OMIM:621152	Neurodevelopmental disorder with white matter abnormalities and gait disturbance	44	22	0	HP:0001250;HP:0001631;HP:0002007	—	
8.2	OMIM:621067	Neurodevelopmental disorder with poor growth, absent speech, progressive ataxia, and dysmorphic facies	41	22	0	HP:0000252;HP:0001250;HP:0004322	—	
8.2	OMIM:619995	Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies	30	22	0	HP:0001156;HP:0001629;HP:0004322	—	
8.2	OMIM:619934	Intellectual developmental disorder, autosomal dominant 68	41	22	0	HP:0000252;HP:0001511;HP:0002007	ORPHA:528084	dans syndromes
8.2	OMIM:618874	Chromosome 17q11.2 duplication syndrome, 1.4-Mb	30	22	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:139474	
8.2	OMIM:618238	Mitochondrial complex I deficiency, nuclear type 16	24	12	1	HP:0001250;HP:0001274;HP:0001511	ORPHA:2609	
8.2	OMIM:617802	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	43	22	0	HP:0000252;HP:0001250;HP:0001622	—	
8.2	OMIM:615918	Combined oxidative phosphorylation deficiency 21	18	12	3	HP:0001250;HP:0003811	ORPHA:420733	
8.2	OMIM:615419	Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	39	22	0	HP:0000252;HP:0001250;HP:0001511	ORPHA:371364,ORPHA:700336	
8.2	OMIM:614257	Chromosome 20q11-q12 deletion syndrome	19	12	1	HP:0001156;HP:0001511;HP:0002007	ORPHA:178469	
8.2	OMIM:611881	Glycogen storage disease XII	30	22	0	HP:0001744;HP:0002240;HP:0004322	ORPHA:57	
8.2	OMIM:607626	Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis	27	22	0	HP:0001395;HP:0001744;HP:0002240	ORPHA:59303	
8.2	OMIM:604314	Blepharophimosis with facial and genital anomalies and impaired intellectual development	48	42	0	HP:0000252;HP:0001250	ORPHA:293725	
8.2	OMIM:300049	Heterotopia, periventricular, X-linked dominant	20	12	1	HP:0001250;HP:0001321;HP:0002269	ORPHA:2149,ORPHA:98892	
8.2	OMIM:258860	Orofaciodigital syndrome IV	23	22	0	HP:0000175;HP:0001156;HP:0004322	ORPHA:2753	
8.2	OMIM:212093	Cardiac valvular defect, developmental	29	22	0	HP:0001629;HP:0001631;HP:0001789	—	
8.1	OMIM:620510	Xerosis and growth failure with immune and pulmonary dysfunction syndrome	29	21	0	HP:0001250;HP:0001511;HP:0001631	—	
8.1	OMIM:620454	Congenital disorder of glycosylation, type IIaa	26	21	0	HP:0001395;HP:0001629;HP:0002240	—	
8.1	OMIM:620066	Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment	39	21	0	HP:0000252;HP:0001629;HP:0001631	ORPHA:528084	dans syndromes
8.1	OMIM:619967	Myopathy, congenital, nonprogressive	21	11	1	HP:0001558;HP:0001561;HP:0001631	ORPHA:2020	
8.1	OMIM:619859	Phosphoribosylaminoimidazole carboxylase deficiency	24	21	0	HP:0001561;HP:0003811;HP:0004322	ORPHA:633099	
8.1	OMIM:619641	Hengel-Maroofian-Schols syndrome	39	21	0	HP:0000252;HP:0001250;HP:0004322	ORPHA:697067	
8.1	OMIM:618823	Myopathy, congenital proximal, with minicore lesions	16	11	3	HP:0001558;HP:0001562	—	
8.1	OMIM:618577	Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies	27	21	0	HP:0000238;HP:0001250;HP:0001274	ORPHA:659609	
8.1	OMIM:618183	Diarrhea 10, protein-losing enteropathy type	28	21	0	HP:0000821;HP:0001522;HP:0001561	ORPHA:329242	
8.1	OMIM:617595	Birk-Landau-Perez syndrome	44	21	0	HP:0000252;HP:0001274;HP:0001511	ORPHA:505242	
8.1	OMIM:616033	Microcephaly, short stature, and impaired glucose metabolism 1	23	11	1	HP:0000252;HP:0001250;HP:0004322	ORPHA:391408	
8.1	OMIM:615966	Immunodeficiency 26 with or without neurologic abnormalities	28	21	0	HP:0000252;HP:0001250;HP:0001511	ORPHA:317425	
8.1	OMIM:614946	Combined oxidative phosphorylation deficiency 14	34	21	0	HP:0000252;HP:0001250;HP:0001522	ORPHA:319519	
8.1	OMIM:614727	Congenital disorder of glycosylation, type IIK	28	21	0	HP:0001250;HP:0002240;HP:0004322	ORPHA:314667	
